%Destination Airport Market ID	Destination Market
34102	"Point Hope, AK"
34108	"Peoria, IL"
34109	"Hattiesburg/Laurel, MS"
34113	"Pocatello, ID"
34118	"Pisco, Peru"
34119	"Pilot Point, AK"
34120	"Pierre, SD"
34125	"Point Lay, AK"
34130	"Napaskiak, AK"
34131	"Parkersburg, WV"
34132	"Petropavlovsk-Kamchatsky, Russia"
34150	"Pellston, MI"
34153	"Providenciales, Turks and Caicos Islands"
34162	"Palmdale/Lancaster, CA"
34166	"Palma Mallorca, Spain"
34167	"Port Moller, AK"
34168	"Palermo, Italy"
34174	"Porlamar, Venezuela"
34178	"Pamplona, Spain"
34186	"Pohnpei, Federated States of Micronesia"
34196	"Porto Alegre, Brazil"
34207	"Puerto Plata, Dominican Republic"
34210	"Port of Spain, Trinidad and Tobago"
34212	"Poughkeepsie, NY"
34214	"Pontoise, France"
34218	"Prospect Creek, AK"
34222	"Pago Pago, TT"
34228	"Papeete, French Polynesia"
34229	"Port Protection, AK"
34231	"Presque Isle/Houlton, ME"
34234	"Pilot Station, AK"
34236	"Paso Robles/San Luis Obispo, CA"
34237	"Prescott, AZ"
34239	"Prague, Czech Republic"
34243	"Pristina, Kosovo"
34249	"Prineville, OR"
34250	"Pisa, Italy"
34252	"Pasco/Kennewick/Richland, WA"
34254	"Ponce, PR"
34255	"Pittsfield, MA"
34256	"Petersburg, AK"
34258	"Dublin, VA"
34259	"Portsmouth, NH"
34260	"Palestine, TX"
34262	"Palm Springs, CA"
34268	"Port Alsworth, AK"
34270	"Port Alexander, AK"
34273	"Port Heiden, AK"
34275	"Pontiac, MI"
34278	"Pointe A Pitre, Guadeloupe"
34283	"Porterville, CA"
34286	"Panama City, Panama"
34288	"Pueblo, CO"
34289	"Price, UT"
34291	"Pau, France"
34292	"Port Augusta, Australia"
34293	"Punta Cana, Dominican Republic"
34299	"Busan, South Korea"
34303	"Pullman, WA"
34306	"Provincetown, MA"
34309	"Shanghai, China"
34312	"Puerto Vallarta, Mexico"
34313	"Provideniya, Russia"
34314	"Provo, UT"
34316	"Pope Vanoy, AK"
34321	"Portland, ME"
34323	"Bremerton, WA"
34332	"Plymouth, MA"
34341	"Jackpot, NV"
34364	"Verona, Italy"
34408	"Singapore, Singapore"
34412	"Keyes Point, AK"
34424	"Woodlake, CA"
34430	"Peachtree City, GA"
34431	"Window Rock, AZ"
34433	"Santa Rosa, CA"
34435	"San Marcos, TX"
34440	"Queretaro, Mexico"
34441	"Southbridge, MA"
34447	"Racine, WI"
34448	"Tortola, British Virgin Islands"
34451	"Praia, Cape Verde"
34453	"Marrakech, Morocco"
34454	"Riverside, CA"
34457	"Rapid City, SD"
34458	"Avarua, Cook Islands"
34463	"Rabat, Morocco"
34464	"Ugashik, AK"
34467	"Roseburg, OR"
34468	"Brooks Lodge, AK"
34474	"Ruby, AK"
34477	"Roche Harbor, WA"
34485	"Red Dog, AK"
34488	"Reading, PA"
34489	"Bend/Redmond, OR"
34492	"Raleigh/Durham, NC"
34493	"Red Devil, AK"
34495	"Redlands, CA"
34496	"Recife, Brazil"
34507	"Resistencia, Argentina"
34512	"Rockford, IL"
34520	"Rhinelander, WI"
34524	"Richmond, VA"
34530	"Rifle, CO"
34534	"Riverton/Lander, WY"
34535	"Riga, Latvia"
34539	"Rockland, ME"
34543	"Rock Springs, WY"
34549	"Rostock-Laage, Germany"
34551	"Bornite/Ruby Creek, AK"
34553	"Rome, NY"
34554	"Rome, GA"
34557	"Stafford, VA"
34559	"Rampart, AK"
34561	"Ramstein, Germany"
34570	"Reno, NV"
34572	"Renton, WA"
34574	"Roanoke, VA"
34575	"Monrovia, Liberia"
34576	"Rochester, NY"
34577	"Rogers, AR"
34582	"Rota, TT"
34583	"Koror, Palau"
34584	"Rosario, Argentina"
34588	"Roswell, NM"
34601	"Nixon Fork Mine, AK"
34610	"Harbor Springs, MI"
34614	"Salt Lake City, UT"
34615	"Parowan, UT"
34617	"Comanche, TX"
34618	"Mary Esther, FL"
34626	"Rock Sound, The Bahamas"
34627	"Russian Mission, AK"
34628	"Rosario, WA"
34629	"Russell, KS"
34630	"Ruston, LA"
34637	"Roatan Island, Honduras"
34639	"Rotterdam, Netherlands"
34645	"Riyadh, Saudi Arabia"
34648	"Rutland, VT"
34653	"Tulsa, OK"
34656	"Rocky Mount, NC"
34664	"Rzeszow, Poland"
34670	"Saratoga, WY"
34673	"Safford, AZ"
34674	"Santa Fe, NM"
34676	"Sana'a, Yemen"
34677	"San Salvador, El Salvador"
34681	"San Pedro Sula, Honduras"
34685	"Savannah, GA"
34689	"Santa Barbara, CA"
34691	"San Bernardino, CA"
34692	"Saint Barthelemy, Saint Barthelemy"
34695	"Sheboygan, WI"
34696	"South Bend, IN"
34699	"Steamboat Springs, CO"
34704	"Salisbury, MD"
34708	"Conway, SC"
34711	"Philipsburg/State College, PA"
34713	"Schenectady, NY"
34715	"Smith Cove, AK"
34716	"Stockton, CA"
34717	"Santiago, Chile"
34718	"Scammon Bay, AK"
34721	"Santiago de Compostela, Spain"
34722	"Santiago, Cuba"
34733	"Sendai, Japan"
34738	"Sandpoint, AK"
34744	"Sedona, AZ"
34745	"Sidney, MT"
34750	"Sebring, FL"
34751	"Selinsgrove, PA"
34753	"Selma, AL"
34754	"Southend-On-Sea, United Kingdom"
34761	"Sanford, FL"
34765	"Grand Case, Saint Martin"
34767	"Sondre Stromfjord, Greenland"
34769	"Sanford, ME"
34778	"Smithfield, RI"
34783	"Springfield, MO"
34785	"Springfield, OH"
34792	"Sugar Land, TX"
34793	"Stuttgart, AR"
34794	"St. George, UT"
34797	"Skagway, AK"
34802	"Staunton, VA"
34803	"Shenyang, China"
34804	"Shungnak, AK"
34805	"Shishmaref, AK"
34807	"Sharjah, United Arab Emirates"
34810	"Shelton, WA"
34812	"Sheridan, WY"
34816	"Shageluk, AK"
34818	"Sal Island, Cape Verde"
34819	"San Juan, PR"
34828	"Sitka, AK"
34832	"Los Cabos, Mexico"
34835	"Sarajevo, Bosnia and Herzegovina"
34836	"Sao Jose Dos Campos, Brazil"
34838	"San Jose, Costa Rica"
34842	"San Angelo, TX"
34849	"St. Kitts, Saint Kitts and Nevis"
34855	"Sitkinak, AK"
34856	"Shaktoolik, AK"
34863	"Skwentna, AK"
34865	"Sandusky, OH"
34871	"Salem, OR"
34875	"Saranac Lake/Lake Placid, NY"
34877	"Salina, KS"
34879	"San Luis Potosi, Mexico"
34880	"Sleetmute, AK"
34884	"St. Lucia, Saint Lucia"
34886	"Saltillo, Mexico"
34889	"Santa Maria, Portugal"
34895	"St. Michael, AK"
34899	"Somerville, NJ"
34904	"St. Moritz, Switzerland"
34905	"Santa Maria, CA"
34915	"Snyder, TX"
34918	"Shannon, Ireland"
34919	"St. Paul Island, AK"
34921	"St. Nazaire, France"
34922	"Salinas/Monterey, CA"
34924	"Santa Clara, Cuba"
34927	"Sidney, NE"
34929	"Sofia, Bulgaria"
34938	"Pinehurst/Southern Pines, NC"
34942	"Seldovia, AK"
34943	"Show Low, AZ"
34945	"Charlotte Amalie, VI"
34952	"Springfield, IL"
34954	"Spangdahlem, Germany"
34955	"Saipan, TT"
34960	"Wichita Falls, TX"
34962	"Spencer, IA"
34964	"Springdale, AR"
34965	"Santa Ynez, CA"
34972	"Sequim, WA"
34986	"Sarasota/Bradenton, FL"
34987	"Stony River, AK"
34990	"Santa Cruz, Bolivia"
34991	"Salvador, Brazil"
34992	"Christiansted, VI"
34993	"Sumter, SC"
34994	"Malabo, Equatorial Guinea"
35003	"Stuart Island, WA"
35009	"Santo Domingo, Venezuela"
35011	"Starkville, MS"
35012	"St. George Island, AK"
35013	"Santiago, Dominican Republic"
35014	"St. Joseph, MO"
35022	"Stuttgart, Germany"
35030	"Stuart, FL"
35033	"Sturgeon Bay, WI"
35041	"Sun Valley/Hailey/Ketchum, ID"
35042	"Sunriver, OR"
35045	"Fairfield, CA"
35047	"Superior, WI"
35048	"Sioux City, IA"
35049	"Savoonga, AK"
35051	"Silver City/Hurley, NM"
35052	"St. Vincent, Saint Vincent and the Grenadines"
35054	"Statesville, NC"
35060	"Seville, Spain"
35061	"Stevens Village, AK"
35063	"Sparrevohn, AK"
35067	"Shaw River, Australia"
35069	"Seward, AK"
35074	"Stillwater, OK"
35084	"St. Maarten, Sint Maarten"
35085	"Sheldon Point, AK"
35086	"Soldotna, AK"
35090	"Shemya, AK"
35091	"Seal Bay, AK"
35092	"Sydney, Australia"
35096	"Syracuse, NY"
35106	"Salzburg, Austria"
35108	"Knob Noster, MO"
35111	"San Cristobal, Mexico"
35113	"Shenzhen, China"
35115	"Tobago, Trinidad and Tobago"
35118	"Taegu, South Korea"
35123	"Takamatsu, Japan"
35124	"Tanana, AK"
35125	"Tampico, Mexico"
35129	"Taranto, Italy"
35131	"Poprad-Tatry, Slovakia"
35138	"Fort Leonard Wood, MO"
35141	"Statesboro, GA"
35142	"Tbilisi, Georgia"
35147	"Treasure Cay, The Bahamas"
35152	"Tenerife, Spain"
35153	"Tuscaloosa, AL"
35160	"Takotna, AK"
35163	"Roxboro, NC"
35165	"Toledo, OH"
35167	"Teterboro, NJ"
35170	"Tetlin, AK"
35171	"Tatitlek, AK"
35177	"Telluride, CO"
35192	"Tegucigalpa, Honduras"
35194	"Tuxtla Gutierrez, Mexico"
35203	"York, PA"
35205	"Tirana, Albania"
35210	"Tijuana, Mexico"
35214	"Tripoli, Libya"
35215	"Tinian, TT"
35221	"Titusville, FL"
35228	"Talkeetna, AK"
35231	"Tenakee, AK"
35235	"Tokeen, AK"
35236	"Tok, AK"
35237	"Chuuk, Federated States of Micronesia"
35242	"Tokushima, Japan"
35244	"Turku, Finland"
35245	"Teller, AK"
35248	"Telida, AK"
35249	"Tallahassee, FL"
35250	"Tatalina, AK"
35254	"Toulon/Hyeres, France"
35255	"Tulare, CA"
35256	"Toulouse, France"
35257	"Tuluksak, AK"
35258	"Tel Aviv, Israel"
35265	"Tampere, Finland"
35271	"Sparta, TN"
35276	"Winchester, TN"
35278	"Tin City, AK"
35282	"Tununak, AK"
35283	"Tainan, Taiwan"
35293	"Togiak, AK"
35299	"Torrington, WY"
35300	"Tromso, Norway"
35303	"Toyama, Japan"
35306	"Taipei, Taiwan"
35312	"Tarapoto, Peru"
35317	"Torreon, Mexico"
35318	"Trondheim, Norway"
35323	"Bristol/Johnson City/Kingsport, TN"
35326	"Turin, Italy"
35329	"Trieste, Italy"
35338	"Venice, Italy"
35339	"Tanacross, AK"
35342	"Taos, NM"
35343	"Tianjin, China"
35344	"Tehachapi, CA"
35356	"Trenton, NJ"
35374	"Tupelo, MS"
35380	"Traverse City, MI"
35381	"Thief River Falls, MN"
35383	"Lake Tahoe, CA"
35385	"Twin Hills, AK"
35387	"Port Townsend, WA"
35388	"Taylor, AK"
35389	"Twin Falls, ID"
35395	"Port Isabel, TX"
35399	"Post, TX"
35401	"Texarkana, AR"
35406	"Tyonek, AK"
35409	"Taiyuan, China"
35411	"Tyler, TX"
35412	"Knoxville, TN"
35427	"Chatham, MA"
35428	"Ube, Japan"
35440	"Waukesha, WI"
35446	"Uganik, AK"
35447	"Waukegan, IL"
35454	"Quincy, IL"
35455	"Quito, Ecuador"
35458	"Ukiah, CA"
35466	"Ulyanovsk, Russia"
35467	"Umnak, AK"
35472	"Umiat, AK"
35477	"Union Island, Saint Vincent and the Grenadines"
35478	"Unalakleet, AK"
35481	"Oxford, MS"
35497	"St. Augustine, FL"
35502	"Tunica, MS"
35504	"Utopia, AK"
35505	"Utapao, Thailand"
35508	"Kuparuk, AK"
35509	"Yuzhno-Sakhalinsk, Russia"
35511	"Uvalde, TX"
35515	"Lik Camp, AK"
35525	"Petaluma, CA"
35527	"47-Mile Mine, AK"
35529	"Fitchburg, MA"
35530	"Bay St. Louis, MS"
35532	"Monument Valley, UT"
35534	"Lorain/Elyria, OH"
35539	"Circle, MT"
35548	"Leesburg, VA"
35550	"Valdosta, GA"
35554	"Chevak, AK"
35569	"Victoria, TX"
35570	"Victorville, CA"
35579	"Valdez, AK"
35581	"Venetie, AK"
35582	"Vernal, UT"
35584	"Veracruz, Mexico"
35595	"Vienna, Austria"
35599	"Kavik River, AK"
35601	"Visalia, CA"
35602	"Vitoria, Spain"
35603	"Vitoria, Brazil"
35606	"Valencia, Spain"
35610	"Valencia, Venezuela"
35615	"Venice, FL"
35620	"Camp Douglas, WI"
35625	"Valparaiso, IN"
35626	"Vieques, PR"
35627	"Varadero, Cuba"
35628	"Vero Beach, FL"
35632	"Villahermosa, Mexico"
35640	"Vancouver, WA"
35642	"Villavicencio, Colombia"
35645	"Vladivostok, Russia"
35649	"Hanford, CA"
35650	"Chelan, WA"
35654	"California City, CA"
35656	"Saratoga Springs, NY"
35659	"Parker, AZ"
35671	"Granite Creek Mine, AK"
35675	"Peru, IL"
35676	"Marvel Creek Mine, AK"
35680	"Frazer Lake, AK"
35688	"Jensens Strip, AK"
35689	"Wildman Creek, AK"
35693	"Katmai Bay, AK"
35700	"Katmai Lodge, AK"
35705	"Medical Lake, WA"
35706	"Winthrop, WA"
35707	"Stehekin, WA"
35709	"Wales, AK"
35713	"Chincoteague, VA"
35718	"Warsaw, Poland"
35721	"Stebbins, AK"
35725	"Beaver, AK"
35731	"Chandalar, AK"
35735	"Windhoek, Namibia"
35749	"Winchester, VA"
35754	"Hyder, AK"
35774	"Aleknagik, AK"
35791	"Winnemucca, NV"
35793	"Meyers Chuck, AK"
35794	"White Mountain, AK"
35798	"Napakiak, AK"
35807	"Willow, AK"
35820	"Dorris, CA"
35824	"Bluff, AK"
35841	"Wrangell, AK"
35842	"Fort Dix, NJ"
35843	"Worland, WY"
35846	"Steamboat Bay, AK"
35849	"Wasilla, AK"
35852	"Wiseman, AK"
35853	"South Naknek, AK"
35855	"Westerly, RI"
35856	"Westsound, WA"
35862	"Tuntutuliak, AK"
35877	"Watsonville, CA"
35882	"Cape May, NJ"
35885	"Whale Pass, AK"
35887	"Newtok, AK"
35894	"Yes Bay, AK"
35897	"West Yellowstone, MT"
35906	"Chalons-En-Champagne, France"
35917	"Xiamen, China"
35918	"Marmande, France"
35934	"Granite Point, AK"
35939	"Jerome, ID"
35941	"Aztec, NM"
35944	"Port Orchard, WA"
35956	"Driggs, ID"
35962	"Ingolstadt, Germany"
35971	"Willits, CA"
35972	"Hurricane, UT"
35973	"Lakeport, CA"
35977	"Polson, MT"
35978	"Ashland, OR"
35979	"Decatur, WA"
35980	"Lake City, FL"
35981	"Mena, AR"
35982	"Fortuna, CA"
35991	"Yakutat, AK"
35994	"Yap, Federated States of Micronesia"
35999	"Tofino, Canada"
36004	"Saguenay, Canada"
36007	"Campbell River, Canada"
36016	"Nanaimo, Canada"
36017	"Cortes Bay, Canada"
36022	"Charlo, Canada"
36029	"Dawson City, Canada"
36031	"Deer Lake, Canada"
36036	"Desolation Sound, Canada"
36039	"Edmonton, Canada"
36049	"Inuvik, Canada"
36050	"Iqaluit, Canada"
36051	"Fredericton, Canada"
36057	"Gorge Harbor, Canada"
36063	"Greenway Sound, Canada"
36078	"Hamilton, Canada"
36081	"Sechelt, Canada"
36082	"Haines Junction, Canada"
36083	"Montreal, Canada"
36085	"Halifax, Canada"
36088	"Big Bay Marina, Canada"
36095	"Stephenville, Canada"
36096	"Kamloops, Canada"
36097	"Kitchener, Canada"
36101	"Yakima, WA"
36106	"Toronto, Canada"
36115	"Kelowna, Canada"
36116	"Mayo, Canada"
36123	"Port McNeill, Canada"
36131	"Quebec, Canada"
36133	"Youngstown/Warren, OH"
36136	"Nootka Sound, Canada"
36141	"Old Crow, Canada"
36142	"Cold Lake, Canada"
36149	"Ottawa, Canada"
36156	"Peterborough, Canada"
36158	"Port Hawkesbury, Canada"
36159	"Powell River, Canada"
36162	"Muskoka, Canada"
36166	"Windsor, Canada"
36170	"Lethbridge, Canada"
36171	"Moncton, Canada"
36173	"Regina, Canada"
36174	"Thunder Bay, Canada"
36175	"Grande Prairie, Canada"
36178	"Gander, Canada"
36179	"Sydney, Canada"
36188	"Sudbury, Canada"
36189	"Sherbrooke, Canada"
36191	"Saint John, Canada"
36194	"Salmon Arm, Canada"
36204	"Sullivan Bay, Canada"
36208	"La Macaza, Canada"
36213	"Trenton, Canada"
36232	"Winnipeg, Canada"
36233	"Victoria, Canada"
36240	"Cranbrook, Canada"
36242	"Saskatoon, Canada"
36250	"Prince George, Canada"
36252	"London, Canada"
36253	"Abbotsford, Canada"
36254	"Whitehorse, Canada"
36258	"Smithers, Canada"
36261	"Charlottetown, Canada"
36267	"Goose Bay, Canada"
36268	"St. John's, Canada"
36273	"Yellowknife, Canada"
36278	"Port Hardy, Canada"
36279	"Sept-Iles, Canada"
36281	"Zadar, Croatia"
36282	"Zagreb, Croatia"
36285	"Zamboanga, Philippines"
36286	"Zaragoza, Spain"
36293	"Zacatecas, Mexico"
36295	"Bella Bella, Canada"
36304	"Ixtapa/Zihuatanejo, Mexico"
36306	"Manzanillo, Mexico"
36311	"Nyac, AK"
36321	"Zurich, Switzerland"
36322	"San Salvador, The Bahamas"
36328	"Tahsis, Canada"
36334	"Rota, Spain"
36336	"Gasquet, CA"
36337	"San Isidro, Dominican Republic"
36339	"Illinois Creek, AK"
36340	"Chomondely Sound, AK"
36345	"Saltery Cove, AK"
36346	"Clover Bay, AK"
36347	"El Capitan, AK"
36352	"Cloverdale, CA"
36353	"North Kingstown, RI"
36363	"Fernandina Beach, FL"
36390	"Beluga, AK"
36412	"Slaton, TX"
36414	"Picayune, MS"
36419	"Sewanee, TN"
36420	"Amendola, Italy"
36422	"Gulf Shores, AL"
36423	"Andalusia/Opp, AL"
36427	"Frankfort, MI"
36428	"Potsdam, NY"
36432	"Zhezkazgan, Kazakhstan"
36433	"Aberdeen, ID"
36439	"Ulan-Ude, Russia"
36440	"International Seafoods, AK"
36442	"Plainville, CT"
36448	"Paragould, AR"
36449	"Salome, AZ"
36451	"Gregory, SD"
36452	"Hamilton, NY"
36455	"El Palomar, Argentina"
36456	"Fremont, OH"
36457	"Barcelos, Brazil"
36459	"Muan, South Korea"
36460	"Michellville, MD"
36462	"Philadelphia, MS"
36466	"Independence Creek, AK"
36467	"Jefferson, GA"
36468	"Lebel-sur-Quevillon, Canada"
36469	"Montague, MA"
36476	"Greenwood, Canada"
36477	"Taunton, MA"
36480	"Bear Fish Camp, AK"
36485	"Simsbury, CT"
36488	"Skaneateles, NY"
36489	"Johnstown, NY"
36490	"Princeton, ME"
36492	"Red Wing, MN"
36493	"Madison, CT"
36495	"Islesboro, ME"
36496	"Honesdale, PA"
36500	"Squaw Lake, AK"
36501	"Sevierville, TN"
36502	"Beaufort, NC"
36503	"Mattituck, NY"
36507	"Chemehuevi Valley, CA"
36509	"Carlisle, PA"
36510	"Middletown, DE"
36511	"Big Piney, WY"
36514	"Petersburg, WV"
